start pipeline configuration
start mask
finished mask
         1911383 function calls (1882899 primitive calls) in 26.152 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 converter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:798(IndexOpsMixin)
       40    0.000    0.000    0.000    0.000 posixpath.py:222(expanduser)
        1    0.000    0.000    0.000    0.000 util.py:326(configured_class)
       32    0.000    0.000    0.000    0.000 version.py:302(__init__)
      298    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
        1    0.000    0.000    0.000    0.000 bruker100image.py:39(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1282(warning)
        1    0.000    0.000    0.000    0.000 client.py:305(Client)
       17    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
       62    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
     2082    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 tifffile.py:3364(open)
        1    0.000    0.000    0.000    0.000 matlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometry.py:1234(setPyFAI)
        2    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        1    0.000    0.000    0.000    0.000 datatype.py:12(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ioloop.py:239(configurable_default)
        1    0.000    0.000    0.000    0.000 glob.py:78(glob1)
      245    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
       63    0.000    0.000    0.000    0.000 detectors.py:82(__init__)
      993    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      211    0.000    0.000    0.000    0.000 cromermann.py:169(<listcomp>)
      290    0.000    0.000    0.000    0.000 rcsetup.py:122(validate_bool)
     1688    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
       45    0.000    0.000    0.000    0.000 {built-in method posix.close}
        2    0.000    0.000    0.000    0.000 re.py:195(split)
        1    0.000    0.000    0.000    0.000 sortedlist.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1393(_log)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:3(<module>)
       32    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 semaphore_tracker.py:14(<module>)
        3    0.000    0.000    0.000    0.000 pool.py:297(imap_unordered)
        2    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
     1841    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _sqlite3.connect}
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
      211    0.000    0.000    0.000    0.000 cromermann.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:776(Bbox)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        4    0.000    0.000    0.000    0.000 _version.py:11(<module>)
        1    0.000    0.000    0.000    0.000 sortedset.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1658(__new__)
      924    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 window.py:1387(EWM)
       63    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       64    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
       19    0.000    0.000    0.000    0.000 nosetester.py:511(_numpy_tester)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        3    0.000    0.000    0.000    0.000 event_streams.py:1436(__init__)
        3    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
   106/67    0.000    0.000    0.000    0.000 typing.py:320(_get_type_vars)
       56    0.000    0.000    0.000    0.000 contextlib.py:134(helper)
       27    0.000    0.000    0.000    0.000 offsets.py:52(apply_wraps)
        1    0.000    0.000    0.000    0.000 zipfile.py:981(__init__)
        9    0.000    0.000    0.000    0.000 {method 'fetchall' of 'sqlite3.Cursor' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2255(__init__)
        3    0.000    0.000    0.000    0.000 type_check.py:312(nan_to_num)
       45    0.000    0.000    0.000    0.000 groupby.py:2518(_whitelist_method_generator)
       11    0.000    0.000    0.000    0.000 __init__.py:540(_get_home)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 datatype.py:21(Datatype)
      285    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 lines.py:236(Line2D)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
      129    0.000    0.000    0.000    0.000 colors.py:591(__init__)
       26    0.000    0.000    0.000    0.000 threading.py:443(__exit__)
        1    0.000    0.000    0.000    0.000 tokens.py:2(<module>)
       13    0.000    0.000    0.000    0.000 subprocess.py:1336(_try_wait)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sqlite.py:45(__init__)
        6    0.000    0.000    0.000    0.000 function_base.py:1581(interp)
        1    0.000    0.000    0.000    0.000 events.py:1(<module>)
       24    0.000    0.000    0.000    0.000 decorators.py:64(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1524(__init__)
      102    0.000    0.000    0.000    0.000 os.py:796(encode)
       24    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.000    0.000 event_streams.py:1610(__init__)
        1    0.000    0.000    0.000    0.000 test_file.py:14(<module>)
       38    0.000    0.000    0.000    0.000 warnings.py:371(__enter__)
     1943    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 _collections_abc.py:601(__contains__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
       62    0.000    0.000    0.000    0.000 rcsetup.py:80(<listcomp>)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 series.py:135(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:331(__init__)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:750(test_strings)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method posix.open}
       19    0.000    0.000    0.000    0.000 path.py:212(_update_values)
      222    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.000    0.000 base_registry.py:224(get_spec_handler)
       17    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        1    0.000    0.000    0.000    0.000 index.py:158(DatetimeIndex)
       51    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
        1    0.000    0.000    0.000    0.000 proxy_base.py:23(<module>)
       28    0.000    0.000    0.000    0.000 rcsetup.py:802(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:2778(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 time.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      400    0.000    0.000    0.000    0.000 pyparsing.py:2163(__hash__)
        1    0.000    0.000    0.000    0.000 pnmimage.py:39(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
        1    0.000    0.000    0.000    0.000 run_engine.py:29(RunEngineStateMachine)
        2    0.000    0.000    0.000    0.000 _utils.py:51(load_schema)
      531    0.000    0.000    0.000    0.000 decorators.py:174(__init__)
        1    0.000    0.000    0.000    0.000 _adapthist.py:15(<module>)
       26    0.000    0.000    0.000    0.000 threading.py:432(release)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:694(StataMissingValue)
      223    0.000    0.000    0.000    0.000 _distn_infrastructure.py:710(<genexpr>)
      249    0.000    0.000    0.000    0.000 six.py:141(__init__)
     1035    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1932(virtual_memory)
        1    0.000    0.000    0.000    0.000 _core.py:2054(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 path.py:1032(_define_deprecated_functions)
        1    0.000    0.000    0.000    0.000 locks.py:15(<module>)
       25    0.000    0.000    0.000    0.000 configparser.py:1216(__init__)
       71    0.000    0.000    0.000    0.000 uuid.py:226(__str__)
      405    0.000    0.000    0.000    0.000 artist.py:1193(aliased_name)
       57    0.000    0.000    0.000    0.000 base.py:193(_create_delegator_property)
        1    0.000    0.000    0.000    0.000 zipfile.py:1086(_RealGetContents)
       57    0.000    0.000    0.000    0.000 __init__.py:1851(has_metadata)
     1177    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:819(get_filename)
        3    0.000    0.000    0.000    0.000 numeric.py:365(extend_all)
     1356    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
    33/31    0.000    0.000    0.000    0.000 typing.py:1004(_subs_tree)
       40    0.000    0.000    0.000    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        1    0.000    0.000    0.000    0.000 functools.py:637(<listcomp>)
      716    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.interp}
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _pslinux.py:368(virtual_memory)
       18    0.000    0.000    0.000    0.000 enum.py:406(_find_new_)
        2    0.000    0.000    0.000    0.000 rcsetup.py:86(<listcomp>)
      139    0.000    0.000    0.000    0.000 os.py:851(fsencode)
        8    0.000    0.000    0.000    0.000 functools.py:634(is_related)
       70    0.000    0.000    0.000    0.000 pyparsing.py:2701(__str__)
      235    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        3    0.000    0.000    0.000    0.000 base.py:3577(_add_logical_methods)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
     1250    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        2    0.000    0.000    0.000    0.000 transformqgridregular.py:46(transform)
        9    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
       55    0.000    0.000    0.000    0.000 cacheutils.py:202(__setitem__)
        1    0.000    0.000    0.000    0.000 number.py:4(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        4    0.000    0.000    0.000    0.000 base.py:3572(_add_numeric_methods)
        3    0.000    0.000    0.000    0.000 event_streams.py:1527(__init__)
        1    0.000    0.000    0.000    0.000 tests.py:10(<module>)
      145    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
       10    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 objcreator.py:41(<module>)
        2    0.000    0.000    0.000    0.000 core.py:921(find_last)
      310    0.000    0.000    0.000    0.000 __init__.py:1895(__init__)
       17    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
      754    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
        4    0.000    0.000    0.000    0.000 ssl.py:116(_import_symbols)
      378    0.000    0.000    0.000    0.000 proxy_metaclass.py:77(__getattribute__)
      150    0.000    0.000    0.000    0.000 inspect.py:689(getmodule)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 _core.py:477(register_builtin_handlers)
     1177    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:664(create_module)
        1    0.000    0.000    0.000    0.000 message.py:106(Message)
       20    0.000    0.000    0.000    0.000 warnings.py:62(simplefilter)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:4(<module>)
        1    0.000    0.000    0.000    0.000 test_slicing.py:17(<module>)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:4(<module>)
        8    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 constructor.py:40(construct_document)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
       36    0.000    0.000    0.000    0.000 pickle.py:807(save_dict)
        1    0.000    0.000    0.000    0.000 dates.py:437(DateFormatter)
        1    0.000    0.000    0.000    0.000 orthogonal.py:90(<module>)
      337    0.000    0.000    0.000    0.000 ops.py:141(<genexpr>)
      155    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
